time,bid,ask,mid
2025-12-19T21:59:05.156831+00:00,25398.30000,25400.60000,25399.45000
2025-12-19T21:59:05.156831+00:00,25398.30000,25400.60000,25399.45000
2025-12-19T21:59:05.156831+00:00,25398.30000,25400.60000,25399.45000
2025-12-19T21:59:05.156831+00:00,25398.30000,25400.60000,25399.45000
